Número do processo,UF,Assunto,Sub-assunto,Resultado macro,Resultado micro,Valor da causa,Valor da condenação/indenização,Contrato,Extrato,Comprovante de crédito,Dossiê,Demonstrativo de evolução da dívida,Laudo referenciado
8423122-04.2025.8.21.6273,RS,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,14973.15,10780.668,1,0,1,1,1,1
9066659-82.2025.8.24.1095,SC,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,18764.74,11634.1388,0,1,0,1,1,1
4389401-21.2025.8.11.0114,MT,Não reconhece operação,Golpe,Êxito,Improcedência,23161.44,0.0,1,1,1,1,0,1
1571691-86.2025.8.21.3478,RS,Não reconhece operação,Genérico,Êxito,Improcedência,15130.03,0.0,1,1,0,1,1,0
9204612-59.2025.8.07.0132,DF,Não reconhece operação,Golpe,Não Êxito,Procedência,20558.74,19119.628200000003,0,1,1,0,1,1
8605832-94.2025.8.21.1746,RS,Não reconhece operação,Genérico,Não Êxito,Procedência,15555.58,14000.022,0,1,1,1,0,1
9929255-74.2025.8.15.6733,PB,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,12143.9,6557.706,0,0,0,1,1,0
4605968-18.2025.8.02.5073,AL,Não reconhece operação,Golpe,Êxito,Extinção,14628.7,0.0,0,1,1,0,1,1
2813923-24.2025.8.14.9226,PA,Não reconhece operação,Golpe,Êxito,Improcedência,11263.48,0.0,1,1,1,1,1,1
4280078-18.2025.8.09.4012,GO,Não reconhece operação,Genérico,Êxito,Improcedência,18446.49,0.0,1,1,1,0,1,1
2459928-64.2025.8.07.9506,DF,Não reconhece operação,Genérico,Êxito,Improcedência,11708.04,0.0,1,1,0,1,1,1
5838727-31.2025.8.10.2629,MA,Não reconhece operação,Golpe,Êxito,Improcedência,21218.73,0.0,1,0,1,0,1,1
1329305-56.2025.8.14.2166,PA,Não reconhece operação,Genérico,Êxito,Improcedência,17203.0,0.0,1,1,1,1,1,1
7756512-97.2025.8.15.2150,PB,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,12120.47,9211.5572,0,0,1,1,0,0
9577283-48.2025.8.07.5190,DF,Não reconhece operação,Golpe,Não Êxito,Procedência,9575.92,8522.568800000001,0,0,0,1,1,0
4452683-25.2025.8.04.2872,AM,Não reconhece operação,Golpe,Não Êxito,Procedência,12345.97,11358.2924,0,1,1,0,1,1
7516211-89.2025.8.16.2451,PR,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,17925.19,10934.365899999999,1,0,0,1,1,1
8933388-91.2025.8.18.6959,PI,Não reconhece operação,Golpe,Não Êxito,Procedência,18968.41,15554.096199999998,0,1,0,0,0,0
7217489-91.2025.8.20.1334,RN,Não reconhece operação,Golpe,Êxito,Extinção,13623.67,0.0,1,1,1,1,1,1
1317082-91.2025.8.01.8685,AC,Não reconhece operação,Golpe,Êxito,Improcedência,6708.24,0.0,1,1,1,1,1,1
5199491-42.2025.8.26.4198,SP,Não reconhece operação,Golpe,Não Êxito,Procedência,9981.4,9382.516,0,1,0,1,1,1
9212632-13.2025.8.15.2755,PB,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,17967.69,7007.3991,0,1,0,0,1,1
8032741-75.2025.8.10.3643,MA,Não reconhece operação,Golpe,Êxito,Extinção,13988.61,0.0,1,1,1,1,1,1
2101709-60.2025.8.22.1802,RO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,12157.58,9726.064,0,0,0,1,0,1
5207731-20.2025.8.25.0645,SE,Não reconhece operação,Genérico,Êxito,Extinção,14000.33,0.0,1,1,1,0,1,1
6564700-80.2025.8.04.7800,AM,Não reconhece operação,Golpe,Êxito,Improcedência,11221.25,0.0,1,1,1,0,0,1
6441199-19.2025.8.14.9940,PA,Não reconhece operação,Golpe,Êxito,Improcedência,23395.48,0.0,1,1,1,0,1,1
7735482-27.2025.8.14.9586,PA,Não reconhece operação,Golpe,Êxito,Improcedência,15361.54,0.0,1,1,1,1,1,1
3278397-61.2025.8.16.2137,PR,Não reconhece operação,Golpe,Êxito,Extinção,10018.17,0.0,1,1,1,1,1,0
3072491-09.2025.8.03.4253,AP,Não reconhece operação,Golpe,Êxito,Improcedência,9694.17,0.0,1,1,1,1,1,1
2205950-26.2025.8.19.9090,RJ,Não reconhece operação,Golpe,Não Êxito,Procedência,7056.45,5645.16,0,1,1,1,1,0
8673368-78.2025.8.24.6555,SC,Não reconhece operação,Golpe,Êxito,Improcedência,17072.2,0.0,1,1,1,0,1,1
9788652-00.2025.8.12.8650,MS,Não reconhece operação,Genérico,Êxito,Improcedência,13597.38,0.0,0,1,1,0,1,1
4567969-14.2025.8.14.4388,PA,Não reconhece operação,Golpe,Êxito,Improcedência,10103.44,0.0,1,1,0,0,0,1
7817130-79.2025.8.01.1078,AC,Não reconhece operação,Golpe,Êxito,Extinção,19618.56,0.0,1,1,1,1,1,1
7145167-30.2025.8.11.7878,MT,Não reconhece operação,Golpe,Êxito,Improcedência,19658.6,0.0,1,1,0,0,0,1
6035944-88.2025.8.21.8077,RS,Não reconhece operação,Genérico,Êxito,Improcedência,19310.05,0.0,0,1,1,1,0,0
8842352-68.2025.8.11.3064,MT,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,20256.23,5469.1821,1,0,0,1,1,1
7578004-26.2025.8.12.3622,MS,Não reconhece operação,Genérico,Êxito,Improcedência,16688.83,0.0,1,1,1,1,1,1
7094627-81.2025.8.24.6973,SC,Não reconhece operação,Golpe,Êxito,Improcedência,1805.71,0.0,1,1,1,1,1,1
7270386-24.2025.8.24.4337,SC,Não reconhece operação,Genérico,Êxito,Extinção,16203.64,0.0,1,1,0,1,1,1
6108054-57.2025.8.01.1898,AC,Não reconhece operação,Golpe,Não Êxito,Procedência,22913.57,18789.127399999998,0,1,1,1,1,1
1808974-36.2025.8.13.9826,MG,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,14337.87,6021.905400000001,0,1,0,1,0,1
6265368-45.2025.8.16.4909,PR,Não reconhece operação,Golpe,Êxito,Improcedência,14045.47,0.0,1,1,1,1,1,1
3678266-10.2025.8.15.8609,PB,Não reconhece operação,Genérico,Êxito,Improcedência,14984.57,0.0,1,1,1,1,1,1
1284437-03.2025.8.25.7309,SE,Não reconhece operação,Genérico,Êxito,Improcedência,15007.08,0.0,1,0,1,1,1,1
7772787-21.2025.8.01.0813,AC,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,19765.84,9487.6032,0,0,0,1,0,1
2065430-05.2025.8.11.7174,MT,Não reconhece operação,Golpe,Êxito,Extinção,20821.77,0.0,0,1,1,0,1,1
5432190-15.2025.8.17.5338,PE,Não reconhece operação,Genérico,Êxito,Improcedência,17623.56,0.0,1,1,1,1,1,0
2086902-71.2025.8.10.5551,MA,Não reconhece operação,Golpe,Êxito,Improcedência,8992.75,0.0,1,1,1,0,1,1
6276135-07.2025.8.09.0693,GO,Não reconhece operação,Golpe,Não Êxito,Procedência,6553.84,6029.5328,0,0,1,1,1,1
1687283-82.2025.8.04.4355,AM,Não reconhece operação,Golpe,Êxito,Improcedência,18352.17,0.0,1,1,0,0,1,1
7086265-50.2025.8.03.9211,AP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,22858.92,19430.082,0,1,1,0,0,1
3553965-62.2025.8.19.7024,RJ,Não reconhece operação,Golpe,Êxito,Improcedência,17954.95,0.0,1,1,0,0,1,1
6411625-98.2025.8.20.8645,RN,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,27817.13,15577.592800000002,1,1,0,1,1,0
9483686-91.2025.8.24.6333,SC,Não reconhece operação,Golpe,Êxito,Improcedência,16801.29,0.0,1,1,1,1,1,1
2253402-29.2025.8.04.5250,AM,Não reconhece operação,Golpe,Êxito,Improcedência,17254.03,0.0,1,1,0,0,1,1
5202914-02.2025.8.05.1389,BA,Não reconhece operação,Golpe,Êxito,Improcedência,15940.55,0.0,1,1,1,0,0,0
7407594-02.2025.8.09.2830,GO,Não reconhece operação,Genérico,Êxito,Improcedência,21101.98,0.0,1,1,1,0,0,1
8829126-37.2025.8.26.2021,SP,Não reconhece operação,Genérico,Êxito,Extinção,18660.27,0.0,0,1,1,1,1,1
9366175-88.2025.8.22.2705,RO,Não reconhece operação,Golpe,Êxito,Improcedência,14513.08,0.0,1,1,1,0,1,1
6784774-23.2025.8.26.7456,SP,Não reconhece operação,Golpe,Êxito,Improcedência,25535.12,0.0,0,1,0,1,1,1
3729734-48.2025.8.10.5596,MA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,23252.59,14649.1317,0,0,1,1,0,1
4458303-53.2025.8.19.0091,RJ,Não reconhece operação,Golpe,Êxito,Improcedência,17355.33,0.0,1,1,1,1,1,0
1744150-16.2025.8.11.9038,MT,Não reconhece operação,Genérico,Êxito,Improcedência,22336.39,0.0,1,1,1,0,1,0
6468899-57.2025.8.13.7363,MG,Não reconhece operação,Golpe,Êxito,Improcedência,18750.59,0.0,1,1,0,1,1,1
9279045-82.2025.8.04.0761,AM,Não reconhece operação,Golpe,Êxito,Improcedência,10793.59,0.0,1,1,1,0,1,1
6331187-13.2025.8.26.4355,SP,Não reconhece operação,Genérico,Êxito,Improcedência,11355.71,0.0,1,1,1,1,1,1
1207872-59.2025.8.10.1911,MA,Não reconhece operação,Golpe,Êxito,Improcedência,7826.94,0.0,1,1,1,1,1,1
5884740-23.2025.8.27.3625,TO,Não reconhece operação,Golpe,Não Êxito,Procedência,19778.4,16218.288,0,1,0,1,0,1
6282153-26.2025.8.24.4564,SC,Não reconhece operação,Genérico,Êxito,Extinção,14568.86,0.0,1,1,1,0,1,0
2080111-72.2025.8.25.8682,SE,Não reconhece operação,Golpe,Êxito,Improcedência,15770.77,0.0,1,1,0,1,0,1
5119145-20.2025.8.06.7015,CE,Não reconhece operação,Golpe,Êxito,Improcedência,9658.82,0.0,1,1,0,1,1,1
7499997-43.2025.8.03.9690,AP,Não reconhece operação,Golpe,Êxito,Extinção,9758.26,0.0,1,1,0,1,1,1
7030526-75.2025.8.26.7057,SP,Não reconhece operação,Golpe,Êxito,Extinção,18350.6,0.0,1,1,1,1,1,0
4737734-86.2025.8.11.6568,MT,Não reconhece operação,Golpe,Êxito,Extinção,23999.47,0.0,1,1,1,0,1,1
9769756-18.2025.8.10.1637,MA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,16563.63,12257.0862,1,1,1,1,1,1
2863858-82.2025.8.09.6184,GO,Não reconhece operação,Golpe,Êxito,Improcedência,8505.5,0.0,1,1,1,0,1,1
5495696-61.2025.8.25.5194,SE,Não reconhece operação,Golpe,Êxito,Extinção,18989.3,0.0,1,1,1,1,1,1
8494943-18.2025.8.16.7739,PR,Não reconhece operação,Genérico,Êxito,Improcedência,16147.12,0.0,1,0,1,1,1,1
7076582-08.2025.8.24.0513,SC,Não reconhece operação,Golpe,Êxito,Extinção,19229.3,0.0,1,1,1,1,1,1
9022248-35.2025.8.24.6662,SC,Não reconhece operação,Genérico,Êxito,Extinção,16868.85,0.0,1,1,0,0,1,1
2732298-27.2025.8.17.7852,PE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,20326.84,15448.3984,0,0,0,0,0,1
4440360-25.2025.8.22.3050,RO,Não reconhece operação,Golpe,Êxito,Extinção,18227.55,0.0,1,1,0,0,1,1
7477783-12.2025.8.14.7959,PA,Não reconhece operação,Golpe,Êxito,Improcedência,18584.28,0.0,1,1,1,1,0,1
4434382-39.2025.8.25.9605,SE,Não reconhece operação,Genérico,Êxito,Extinção,22469.11,0.0,1,1,1,1,1,1
7609618-09.2025.8.06.0083,CE,Não reconhece operação,Golpe,Êxito,Improcedência,21726.75,0.0,1,1,1,1,1,1
9540573-91.2025.8.27.2209,TO,Não reconhece operação,Genérico,Êxito,Improcedência,23286.27,0.0,1,1,1,1,1,1
1646475-80.2025.8.24.3308,SC,Não reconhece operação,Genérico,Êxito,Improcedência,17862.55,0.0,1,1,1,1,0,1
4440038-54.2025.8.05.9405,BA,Não reconhece operação,Genérico,Êxito,Improcedência,10615.6,0.0,1,1,1,1,1,1
4142732-88.2025.8.20.9554,RN,Não reconhece operação,Golpe,Êxito,Improcedência,19324.18,0.0,1,1,1,1,1,1
1336597-82.2025.8.03.9708,AP,Não reconhece operação,Genérico,Êxito,Extinção,17697.84,0.0,1,1,1,0,1,1
6235579-60.2025.8.11.5969,MT,Não reconhece operação,Golpe,Êxito,Improcedência,12336.48,0.0,1,0,0,1,0,1
8364717-23.2025.8.21.1738,RS,Não reconhece operação,Golpe,Não Êxito,Procedência,8589.19,7902.054800000001,0,1,0,1,1,0
6233779-17.2025.8.12.6946,MS,Não reconhece operação,Golpe,Êxito,Improcedência,22946.15,0.0,1,1,1,0,1,1
8381745-58.2025.8.22.4033,RO,Não reconhece operação,Golpe,Não Êxito,Procedência,12611.04,11349.936000000002,1,1,0,0,1,1
9215509-89.2025.8.27.9655,TO,Não reconhece operação,Golpe,Êxito,Extinção,16451.06,0.0,1,1,1,1,1,0
3543425-44.2025.8.22.0364,RO,Não reconhece operação,Golpe,Êxito,Improcedência,19367.76,0.0,0,0,1,1,1,1
2758592-13.2025.8.08.1918,ES,Não reconhece operação,Genérico,Êxito,Improcedência,6433.17,0.0,1,1,1,1,0,1
1899924-79.2025.8.01.5503,AC,Não reconhece operação,Golpe,Êxito,Improcedência,12371.86,0.0,1,1,1,1,0,1
6661325-76.2025.8.01.5988,AC,Não reconhece operação,Golpe,Êxito,Improcedência,12114.34,0.0,1,0,0,1,1,1
4250088-19.2025.8.03.5978,AP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,12738.25,8916.775,0,0,1,1,1,1
8394416-97.2025.8.10.6842,MA,Não reconhece operação,Golpe,Não Êxito,Procedência,22540.66,22089.8468,0,0,0,0,0,1
5886811-67.2025.8.10.7606,MA,Não reconhece operação,Golpe,Êxito,Improcedência,16828.66,0.0,1,0,1,1,0,1
4919128-86.2025.8.11.2379,MT,Não reconhece operação,Golpe,Êxito,Improcedência,12183.17,0.0,1,1,1,0,1,0
1518586-58.2025.8.21.0309,RS,Não reconhece operação,Golpe,Êxito,Improcedência,15066.25,0.0,1,1,1,1,1,1
1892123-51.2025.8.08.3998,ES,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,11012.06,4404.824,0,1,1,0,0,1
2438198-34.2025.8.22.2744,RO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,11150.68,7693.9692,0,0,0,0,1,0
9785816-51.2025.8.05.8379,BA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,22483.72,19560.8364,0,1,0,1,1,1
4966744-20.2025.8.25.6511,SE,Não reconhece operação,Golpe,Êxito,Improcedência,14582.42,0.0,1,1,1,1,0,1
9440724-34.2025.8.13.7651,MG,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,6324.98,2276.9927999999995,0,1,0,1,1,1
9295494-56.2025.8.16.7725,PR,Não reconhece operação,Golpe,Êxito,Improcedência,15753.64,0.0,1,0,1,0,1,1
7321607-36.2025.8.22.5602,RO,Não reconhece operação,Golpe,Êxito,Improcedência,11338.27,0.0,1,1,1,1,1,1
4981154-25.2025.8.08.4480,ES,Não reconhece operação,Genérico,Êxito,Improcedência,19355.28,0.0,1,1,0,1,1,1
3932362-91.2025.8.26.7760,SP,Não reconhece operação,Golpe,Êxito,Improcedência,14145.76,0.0,1,1,1,0,0,0
9505353-94.2025.8.19.8549,RJ,Não reconhece operação,Genérico,Êxito,Extinção,11950.06,0.0,1,1,1,0,1,1
6447527-76.2025.8.02.6167,AL,Não reconhece operação,Genérico,Êxito,Improcedência,10074.77,0.0,1,1,1,1,1,0
2172818-86.2025.8.05.8940,BA,Não reconhece operação,Golpe,Não Êxito,Procedência,23193.02,19250.206599999998,0,1,1,0,1,1
7231950-55.2025.8.17.6674,PE,Não reconhece operação,Golpe,Êxito,Improcedência,17553.39,0.0,1,1,0,0,1,1
4385115-29.2025.8.09.8791,GO,Não reconhece operação,Golpe,Êxito,Extinção,20388.43,0.0,1,1,1,0,1,1
8126492-15.2025.8.14.9025,PA,Não reconhece operação,Golpe,Êxito,Extinção,22585.64,0.0,1,1,1,1,1,0
1141126-37.2025.8.01.4792,AC,Não reconhece operação,Genérico,Êxito,Improcedência,10183.19,0.0,1,1,1,1,1,1
1958863-52.2025.8.13.1897,MG,Não reconhece operação,Golpe,Êxito,Improcedência,16930.17,0.0,1,1,0,0,1,1
7082206-76.2025.8.17.4149,PE,Não reconhece operação,Golpe,Êxito,Improcedência,6450.79,0.0,1,1,0,1,0,0
3789001-22.2025.8.12.6154,MS,Não reconhece operação,Golpe,Êxito,Extinção,19049.52,0.0,1,1,0,1,1,0
6044868-97.2025.8.01.8306,AC,Não reconhece operação,Golpe,Êxito,Improcedência,9525.92,0.0,1,1,1,0,1,0
8420874-10.2025.8.19.7018,RJ,Não reconhece operação,Golpe,Êxito,Improcedência,19369.16,0.0,1,1,1,1,0,1
5258178-80.2025.8.12.6299,MS,Não reconhece operação,Golpe,Êxito,Improcedência,12709.24,0.0,1,1,1,1,1,1
9131366-97.2025.8.15.2585,PB,Não reconhece operação,Golpe,Êxito,Improcedência,16126.26,0.0,1,0,1,1,1,1
6402083-60.2025.8.11.7205,MT,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,20488.74,5941.7346,0,1,0,0,1,1
8828185-84.2025.8.24.1232,SC,Não reconhece operação,Genérico,Não Êxito,Procedência,16358.06,15049.4152,0,1,0,0,1,1
2978163-89.2025.8.17.5376,PE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,17857.4,6250.09,0,1,0,1,0,1
6192601-23.2025.8.26.0390,SP,Não reconhece operação,Golpe,Êxito,Improcedência,12916.8,0.0,1,1,1,1,1,1
3806512-34.2025.8.26.9649,SP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,8560.54,4793.902400000001,1,1,1,0,1,0
9301776-99.2025.8.14.9463,PA,Não reconhece operação,Genérico,Êxito,Extinção,18389.58,0.0,1,1,1,0,1,1
6699814-23.2025.8.11.7402,MT,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,17184.58,5670.911400000001,0,1,0,1,1,1
1085133-27.2025.8.16.8289,PR,Não reconhece operação,Golpe,Êxito,Improcedência,12189.99,0.0,1,1,1,1,1,1
3471014-35.2025.8.09.8429,GO,Não reconhece operação,Genérico,Êxito,Improcedência,22081.01,0.0,1,0,1,0,1,1
1880466-98.2025.8.02.0806,AL,Não reconhece operação,Golpe,Êxito,Extinção,16540.48,0.0,1,1,0,0,1,1
2602206-10.2025.8.07.5742,DF,Não reconhece operação,Golpe,Êxito,Improcedência,14781.62,0.0,1,1,1,1,1,1
2043796-32.2025.8.19.1370,RJ,Não reconhece operação,Genérico,Êxito,Improcedência,4909.16,0.0,1,1,1,0,1,1
8534460-06.2025.8.05.7087,BA,Não reconhece operação,Genérico,Êxito,Improcedência,17016.87,0.0,1,1,1,1,1,1
6013217-33.2025.8.08.3516,ES,Não reconhece operação,Golpe,Não Êxito,Procedência,13307.58,13041.428399999999,1,1,1,1,1,1
8805549-98.2025.8.19.5315,RJ,Não reconhece operação,Golpe,Êxito,Improcedência,16847.77,0.0,0,1,1,1,1,1
7329990-60.2025.8.14.6204,PA,Não reconhece operação,Golpe,Êxito,Extinção,13412.74,0.0,1,0,0,0,1,1
9728626-85.2025.8.16.3444,PR,Não reconhece operação,Genérico,Êxito,Improcedência,10315.68,0.0,1,1,0,1,1,1
9976647-54.2025.8.08.0891,ES,Não reconhece operação,Golpe,Êxito,Improcedência,16600.69,0.0,1,1,0,1,0,1
6023140-52.2025.8.17.8265,PE,Não reconhece operação,Golpe,Êxito,Improcedência,19078.22,0.0,1,0,0,0,0,1
2506839-80.2025.8.10.5504,MA,Não reconhece operação,Genérico,Êxito,Improcedência,16414.31,0.0,1,1,1,0,0,1
3495222-88.2025.8.07.8116,DF,Não reconhece operação,Genérico,Êxito,Improcedência,17930.57,0.0,1,1,1,1,1,1
4698763-88.2025.8.02.1665,AL,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,5227.71,4234.4451,1,1,0,1,1,1
5002136-89.2025.8.26.8267,SP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,11135.99,7795.192999999999,0,1,0,1,1,1
7177036-83.2025.8.21.2006,RS,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,17849.84,12673.3864,0,0,1,1,1,1
6160722-85.2025.8.13.4176,MG,Não reconhece operação,Genérico,Êxito,Improcedência,13866.16,0.0,1,1,1,0,1,1
9039777-90.2025.8.15.1502,PB,Não reconhece operação,Golpe,Êxito,Improcedência,19703.8,0.0,1,1,1,0,1,1
3068763-37.2025.8.09.1633,GO,Não reconhece operação,Genérico,Êxito,Improcedência,18707.06,0.0,1,1,1,1,0,1
3658098-20.2025.8.02.4149,AL,Não reconhece operação,Golpe,Êxito,Improcedência,10913.44,0.0,0,1,1,0,1,1
7306694-35.2025.8.17.5307,PE,Não reconhece operação,Golpe,Êxito,Extinção,20448.48,0.0,1,1,1,0,1,0
6031721-84.2025.8.11.5766,MT,Não reconhece operação,Genérico,Êxito,Improcedência,14259.55,0.0,1,1,1,0,1,1
8952715-50.2025.8.26.3922,SP,Não reconhece operação,Golpe,Não Êxito,Procedência,14443.96,13577.3224,0,0,0,0,1,1
7105303-32.2025.8.17.7996,PE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,18834.55,9040.583999999999,0,0,1,1,1,1
6026511-25.2025.8.22.5466,RO,Não reconhece operação,Golpe,Êxito,Improcedência,6905.84,0.0,1,1,1,1,0,0
3299655-10.2025.8.21.7442,RS,Não reconhece operação,Golpe,Não Êxito,Procedência,12420.94,10930.4272,0,0,0,1,1,1
3784973-97.2025.8.14.1812,PA,Não reconhece operação,Genérico,Êxito,Improcedência,15013.32,0.0,1,1,1,1,1,1
6563771-31.2025.8.02.2465,AL,Não reconhece operação,Golpe,Êxito,Improcedência,17009.27,0.0,1,1,0,1,0,0
2137605-00.2025.8.15.6242,PB,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,16276.58,7161.6952,0,1,0,1,0,1
9028594-49.2025.8.22.1602,RO,Não reconhece operação,Genérico,Êxito,Extinção,20248.36,0.0,1,1,1,1,1,0
4582698-82.2025.8.08.9111,ES,Não reconhece operação,Golpe,Não Êxito,Procedência,6710.81,6308.1614,0,0,1,1,0,1
4088991-13.2025.8.21.8151,RS,Não reconhece operação,Golpe,Êxito,Extinção,8794.19,0.0,1,1,1,0,1,1
1044959-79.2025.8.25.8776,SE,Não reconhece operação,Golpe,Êxito,Extinção,13010.67,0.0,1,1,1,1,1,1
9990603-36.2025.8.24.9635,SC,Não reconhece operação,Genérico,Não Êxito,Procedência,20765.62,19727.338999999996,0,1,1,1,0,1
6805901-54.2025.8.21.8160,RS,Não reconhece operação,Golpe,Êxito,Extinção,20873.42,0.0,1,1,1,1,1,1
5193634-10.2025.8.17.5336,PE,Não reconhece operação,Genérico,Êxito,Extinção,5545.53,0.0,1,1,0,1,1,1
6689673-13.2025.8.26.3178,SP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,25625.51,16912.8366,0,0,0,0,0,1
4614978-98.2025.8.15.0605,PB,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,23286.62,10478.979,0,1,1,0,0,1
9154424-11.2025.8.15.1362,PB,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,9282.28,7704.2924,0,0,0,0,0,1
9615600-52.2025.8.03.8348,AP,Não reconhece operação,Golpe,Não Êxito,Procedência,15644.0,13923.16,0,1,0,1,0,0
9396727-48.2025.8.14.4574,PA,Não reconhece operação,Golpe,Êxito,Improcedência,16837.53,0.0,1,1,0,0,1,1
9604549-78.2025.8.21.9689,RS,Não reconhece operação,Golpe,Êxito,Improcedência,10163.65,0.0,1,1,1,0,1,1
5368047-86.2025.8.22.4761,RO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,14963.44,9726.236,1,0,1,1,0,1
3518497-55.2025.8.25.0595,SE,Não reconhece operação,Genérico,Êxito,Extinção,14631.55,0.0,1,1,1,1,1,1
8564523-38.2025.8.09.7402,GO,Não reconhece operação,Genérico,Êxito,Improcedência,16588.84,0.0,1,1,0,1,0,1
7598511-89.2025.8.06.0506,CE,Não reconhece operação,Golpe,Êxito,Extinção,18707.11,0.0,1,1,0,1,1,1
1021820-32.2025.8.11.4356,MT,Não reconhece operação,Genérico,Êxito,Improcedência,23916.97,0.0,1,1,0,1,0,0
3161500-55.2025.8.02.2696,AL,Não reconhece operação,Genérico,Êxito,Improcedência,16881.56,0.0,1,1,1,0,0,1
6391831-55.2025.8.16.2666,PR,Não reconhece operação,Genérico,Êxito,Extinção,17369.32,0.0,1,1,1,1,1,0
3482453-04.2025.8.24.1367,SC,Não reconhece operação,Genérico,Êxito,Improcedência,9872.6,0.0,1,1,1,0,1,1
6885029-80.2025.8.03.4797,AP,Não reconhece operação,Golpe,Êxito,Improcedência,20599.31,0.0,1,0,0,0,1,1
5998962-65.2025.8.06.1165,CE,Não reconhece operação,Golpe,Êxito,Extinção,12671.89,0.0,1,1,0,0,1,1
3979189-61.2025.8.27.7605,TO,Não reconhece operação,Golpe,Êxito,Improcedência,17039.66,0.0,1,1,1,1,1,1
